id_vente,nombre,poids,CA,nom,mois,nom_site,remise,profit,canal,mode_paiement,percentage_CB,percentage_Esp̬ces,percentage_Ch̬que,percentage_Virement,percentage_Cryptomonnaie
213628,49940,977,202313,Dragibus,mars-08,Roubaix_E,16.6790385,60693.9,Physique,CB,77.4,11.59,5.8,3.48,1.74
213629,19980.8,621.72,201654,Carambar,Nov-14,Cassis_H,14.307698,60496.2,Physique,CB,64.35,18.28,9.14,5.49,2.74
213630,50035,948,202311,Malabar,juin-00,Roubaix_E,19.28002386,60693.3,Livraison,CB,79,10.77,5.38,3.23,1.62
213631,50156,1049,201766,Malabar,juil-00,Bastille_E,14.46668303,60529.8,Physique,CB,73.25,13.72,6.86,4.12,2.06
213632,42590.1,737.45,202179,Carambar,avr-11,Cassis_E,17.89966893,60653.7,Drive,CB,60.69,20.16,10.08,6.05,3.02
213633,50058,986,201747,Malabar,juil-00,Bron_H,9.924804562,60524.1,Physique,CB,95.06,2.53,1.27,0.76,0.38
213634,50022,932,201238,Malabar,juil-00,Cassis_H,9.513263715,60371.4,Drive,CB,58.48,21.29,10.64,6.39,3.19
213635,49915,982,201685,Carambar,Nov-02,Roubaix_H,10.21714789,60505.5,Physique,CB,75.77,12.42,6.21,3.73,1.86
213636,50114,1007,201668,Dragibus,mars-08,Roubaix_H,5.059970204,60500.4,Livraison,CB,66.76,17.05,8.52,5.11,2.56
213637,49945,1032,202826,Malabar,juil-00,Roubaix_H,10.21968326,60847.8,Click & Collect,Esp̬ces,11.12,87.56,0.7,0.42,0.21
213638,50179,974,201771,Malabar,juil-00,La_pause_bonbon,5.677368421,60531.3,Physique,CB,61.23,19.88,9.94,5.96,2.98
213639,50061,950,201993,Carambar,Nov-03,Roubaix_H,6.325102303,60597.9,Click & Collect,CB,51.22,25.01,12.51,7.5,3.75
213640,49955,958,202127,Carambar,Nov-04,Roubaix_H,19.08610986,60638.1,Livraison,CB,73.76,13.46,6.73,4.04,2.02
213641,49964,1062,201037,Arlequin,mars-08,Bron_H,7.08809789,60311.1,Physique,Esp̬ces,41.44,53.64,2.59,1.55,0.78
213642,27462.05,670.35,203028,Carambar,Oct-13,Cassis_E,7.919857103,60908.4,Physique,CB,81.49,9.49,4.75,2.85,1.42
213643,50096,991,202478,Carambar,Nov-05,Roubaix_H,14.06937013,60743.4,Physique,CB,84.82,7.79,3.89,2.34,1.17
213644,50025,1033,202755,Carambar,Nov-06,Roubaix_H,10.1711576,60826.5,Vente en gros,CB,62.2,19.39,9.69,5.82,2.91
213645,19949.2,638.05,202248,Carambar,avr-14,Cassis_E,10.65753363,60674.4,Physique,CB,50.28,25.5,12.75,7.65,3.82
213646,19974.8,603.74,202183,Carambar,mai-14,Cassis_E,17.74950946,60654.9,Physique,CB,88.5,5.9,2.95,1.77,0.88
213647,49951,1035,201879,Arlequin,mars-08,Cassis_E,17.06615243,60563.7,Livraison,CB,71.26,14.74,7.37,4.42,2.21
213648,49815,1005,202856,Arlequin,mars-08,Roubaix_H,7.229906156,60856.8,Vente en gros,CB,97.9,1.08,0.54,0.32,0.16
213649,20029.2,623.54,201859,Carambar,Sep-14,Cassis_E,14.99415326,60557.7,Click & Collect,CB,52.51,24.35,12.18,7.31,3.65
213650,50035,902,202235,Carambar,Nov-07,Roubaix_H,14.63478603,60670.5,Physique,CB,92.42,3.89,1.94,1.17,0.58
213651,49946,1032,201993,Arlequin,mars-08,La_pause_bonbon,13.18654789,60597.9,Livraison,CB,90.07,5.09,2.55,1.53,0.76
213652,49982,973,202460,Malabar,Sep-00,Roubaix_H,10.39852777,60738,Physique,CB,99.39,0.31,0.16,0.09,0.05
213653,49920,956,202538,Carambar,fevr-00,Bastille_E,17.32092832,60761.4,Click & Collect,CB,97.5,1.28,0.64,0.38,0.19
213654,50085,1021,202860,Carambar,mars-08,Neuilly_Sup,6.679039468,60858,Drive,Esp̬ces,17.31,80.63,1.08,0.65,0.32
213655,49943,1023,202960,Malabar,Sep-00,La_pause_bonbon,17.47550285,60888,Drive,CB,75.24,12.7,6.35,3.81,1.9
213656,50021,1018,202939,Carambar,fevr-01,Bastille_E,16.03923716,60881.7,Click & Collect,Esp̬ces,20.21,77.39,1.26,0.76,0.38
213657,49967,948,201970,Carambar,fevr-00,Bron_H,5.442416412,60591,Livraison,Esp̬ces,11.46,87.18,0.72,0.43,0.21
213658,50127,1054,201923,Carambar,fevr-01,Bron_H,15.85168881,60576.9,Physique,CB,62.96,19,9.5,5.7,2.85
213659,49820,895,202038,Carambar,fevr-00,Cassis_H,13.55134792,60611.4,Physique,CB,81.88,9.29,4.65,2.79,1.39
213660,49947,1030,201125,Carambar,fevr-01,Cassis_H,15.97552761,60337.5,Livraison,CB,76.06,12.27,6.14,3.68,1.84
213661,50059,1057,202482,Guimauve,fevr-00,La_pause_bonbon,8.833562077,60744.6,Livraison,CB,63.73,18.6,9.3,5.58,2.79
213662,49925,959,202039,Carambar,avr-02,Cassis_H,12.91444028,60611.7,Livraison,CB,64.29,18.31,9.16,5.49,2.75
213663,50042,1011,201548,Carambar,mai-02,Cassis_H,9.105869201,60464.4,Physique,CB,65.99,17.44,8.72,5.23,2.62
213664,49981,1039,202441,Malabar,Sep-00,Roubaix_E,16.08486317,60732.3,Physique,CB,56.92,22.09,11.05,6.63,3.31
213665,50157,1094,202352,Carambar,Sep-02,Cassis_H,15.29214598,60705.6,Physique,CB,84.7,7.85,3.92,2.35,1.18
213666,49870,999,202483,Carambar,Oct-02,Cassis_H,7.945028669,60744.9,Vente en gros,CB,53.21,23.99,12,7.2,3.6
213667,50073,984,202030,Dragibus,mars-08,Neuilly_Sup,10.29366417,60609,Click & Collect,CB,77.13,11.73,5.86,3.52,1.76
213668,49916,991,202232,Carambar,avr-03,Cassis_H,12.57606023,60669.6,Livraison,CB,60.34,20.34,10.17,6.1,3.05
213669,50094,1042,201654,Carambar,mai-03,Cassis_H,15.7780031,60496.2,Livraison,CB,95.24,2.44,1.22,0.73,0.37
213670,49977,1103,203057,Guimauve,mars-08,Royal_bonbon,15.52086687,60917.1,Livraison,CB,84.78,7.81,3.9,2.34,1.17
213671,50002,982,202013,Carambar,Sep-03,Cassis_H,8.737815523,60603.9,Physique,Esp̬ces,10.48,88.28,0.65,0.39,0.2
213672,50112,831,202051,Carambar,Oct-03,Cassis_H,15.58900999,60615.3,Physique,CB,50.29,25.49,12.74,7.65,3.82
213673,50056,875,202003,Carambar,avr-04,Cassis_H,9.435995212,60600.9,Vente en gros,CB,87.67,6.32,3.16,1.9,0.95
213674,50014,1012,201734,Carambar,mai-04,Cassis_H,17.26334313,60520.2,Livraison,Esp̬ces,2.08,97.67,0.13,0.08,0.04
213675,50020,1068,202873,Carambar,Sep-04,Cassis_H,5.992296963,60861.9,Livraison,CB,87.38,6.47,3.24,1.94,0.97
213676,49971,953,202093,Carambar,Oct-04,Cassis_H,9.995051956,60627.9,Drive,CB,80.16,10.17,5.09,3.05,1.53
213677,50050,1032,202178,Carambar,avr-05,Cassis_H,16.83661352,60653.4,Livraison,CB,60.97,20.01,10.01,6,3
213678,50005,1043,201768,Carambar,mai-05,Cassis_H,12.76523219,60530.4,Livraison,CB,51.45,24.9,12.45,7.47,3.73
213679,50204,992,201917,Carambar,Sep-05,Cassis_H,7.181629105,60575.1,Drive,CB,83.96,8.23,4.11,2.47,1.23
213680,50040,1053,202977,Carambar,Oct-05,Cassis_H,14.41498981,60893.1,Physique,CB,58.25,21.41,10.7,6.42,3.21
213681,49914,963,202718,Carambar,avr-06,Cassis_H,12.72877566,60815.4,Click & Collect,CB,56.38,22.37,11.18,6.71,3.36
213682,50014,1009,202070,Carambar,mai-06,Cassis_H,15.15195024,60621,Drive,CB,51.35,24.95,12.47,7.48,3.74
213683,49935,1010,202692,Carambar,Sep-06,Cassis_H,19.38849687,60807.6,Physique,CB,78.22,11.17,5.58,3.35,1.68
213684,50173,986,201885,Carambar,Oct-06,Cassis_H,11.32451428,60565.5,Livraison,CB,82.14,9.16,4.58,2.75,1.37
213685,49922,1046,201519,Carambar,avr-07,Cassis_H,12.11098828,60455.7,Physique,CB,73.08,13.8,6.9,4.14,2.07
213686,49890,999,202170,Carambar,mai-07,Cassis_H,11.79522205,60651,Physique,CB,68.96,15.92,7.96,4.78,2.39
213687,50025,1045,202715,Carambar,Sep-07,Cassis_H,8.628452197,60814.5,Physique,CB,66.34,17.26,8.63,5.18,2.59
213688,50102,1052,201437,Carambar,Oct-07,Cassis_H,17.07589638,60431.1,Vente en gros,CB,68.96,15.92,7.96,4.78,2.39
213689,50033,1045,203227,Langue de chat,mars-08,Neuilly_Sup,18.07329428,60968.1,Click & Collect,CB,91.6,4.31,2.15,1.29,0.65
213690,50048,927,202180,Malabar,Nov-00,Bron_H,10.10245106,60654,Physique,CB,54.1,23.54,11.77,7.06,3.53
213691,49964,1004,202723,Langue de chat,mars-08,Roubaix_E,11.15336738,60816.9,Click & Collect,CB,76.97,11.81,5.9,3.54,1.77
213692,49978,961,201920,Carambar,avr-08,Bron_H,9.182427406,60576,Physique,Cryptomonnaie,26.53,3.32,1.66,0.99,67.5
213693,49994,1064,201943,Carambar,avr-08,Cassis_H,14.08431309,60582.9,Click & Collect,CB,89.06,5.61,2.8,1.68,0.84
213694,49969,1008,201586,Carambar,avr-08,Roubaix_H,10.68268396,60475.8,Click & Collect,CB,87.71,6.3,3.15,1.89,0.95
213695,50038,1026,201369,Reglisse,Oct-00,Bron_H,15.22224071,60410.7,Livraison,Ch̬que,33.89,4.24,59.97,1.27,0.64
213696,49983,1086,201260,Malabar,Nov-00,Roubaix_H,19.11504483,60378,Physique,CB,57.62,21.73,10.87,6.52,3.26
213697,50021,1000,201608,Guimauve,avr-08,La_pause_bonbon,5.193794698,60482.4,Click & Collect,CB,83.47,8.48,4.24,2.54,1.27
213698,50058,990,200986,Malabar,Nov-00,La_pause_bonbon,18.12497916,60295.8,Physique,CB,60.9,20.05,10.03,6.02,3.01
213699,49964,1062,202027,Malabar,Nov-00,Bron_E,12.32478869,60608.1,Livraison,CB,88.34,5.98,2.99,1.79,0.9
213700,49992,1017,202377,Malabar,Nov-00,Roubaix_E,14.18333003,60713.1,Click & Collect,CB,80.36,10.07,5.04,3.02,1.51
213701,49897,1040,201989,Malabar,Nov-00,Neuilly_Sup,9.592596627,60596.7,Click & Collect,CB,55.73,22.7,11.35,6.81,3.41
213702,49892,1084,200852,Fraise tagada,Nov-02,Bron_H,14.97394011,60255.6,Livraison,Esp̬ces,1.58,98.24,0.1,0.06,0.03
213703,42487.25,601.8,202476,Carambar,avr-11,Cassis_H,12.98719504,60742.8,Livraison,CB,51.28,24.98,12.49,7.49,3.75
213704,42679.35,577.16,201637,Carambar,mai-11,Cassis_H,6.53481061,60491.1,Physique,CB,83.87,8.27,4.14,2.48,1.24
213705,42432,538.53,202342,Carambar,Sep-11,Cassis_H,14.82947551,60702.6,Livraison,Virement,25.01,3.13,1.56,69.83,0.47
213706,42503.4,628.48,202145,Carambar,Oct-11,Cassis_H,18.41698316,60643.5,Livraison,CB,53.8,23.69,11.85,7.11,3.55
213707,50022,1039,202454,Fraise tagada,Nov-03,Bron_H,18.1330653,60736.2,Physique,CB,81.36,9.56,4.78,2.87,1.43
213708,49797,1079,202624,Fraise tagada,Nov-04,Bron_H,13.76741446,60787.2,Physique,CB,88.62,5.83,2.92,1.75,0.88
213709,34978.3,616.35,202262,Carambar,avr-12,Cassis_H,5.077726655,60678.6,Click & Collect,Esp̬ces,17.86,80.02,1.12,0.67,0.33
213710,34962.2,603.8,202058,Carambar,mai-12,Cassis_H,8.712557018,60617.4,Physique,CB,99.19,0.41,0.21,0.12,0.06
213711,49937,477.08,202244,Dragibus,juin-12,Royal_bonbon,5.062929832,60673.2,Physique,CB,67.36,16.74,8.37,5.02,2.51
213712,35014.7,672.48,202113,Carambar,Sep-12,Cassis_H,17.94742453,60633.9,Livraison,CB,68.53,16.14,8.07,4.84,2.42
213713,35009.1,542.15,201707,Carambar,Oct-12,Cassis_H,6.793479506,60512.1,Drive,CB,67.06,16.89,8.45,5.07,2.53
213714,50017,1038,202401,Fraise tagada,Nov-05,Bron_H,7.506483171,60720.3,Drive,Esp̬ces,7.94,91.12,0.5,0.3,0.15
213715,50146,958,202271,Fraise tagada,Nov-06,Bron_H,9.482267125,60681.3,Physique,CB,98.04,1.01,0.5,0.3,0.15
213716,35114.8,635.02,203010,Carambar,janv-12,Neuilly_Sup,11.8785028,60903,Click & Collect,CB,91.44,4.39,2.2,1.32,0.66
213717,49988,1076,202140,Malabar,janv-01,Bron_E,8.639027906,60642,Drive,CB,71.77,14.47,7.24,4.34,2.17
213718,49998,603.7,201855,Dragibus,janv-12,Neuilly_Sup,17.97287784,60556.5,Drive,CB,98.27,0.89,0.44,0.27,0.13
213719,27422.45,543.73,201383,Carambar,avr-13,Cassis_H,13.17150638,60414.9,Physique,CB,90.41,4.92,2.46,1.48,0.74
213720,27521.45,627.25,202364,Carambar,mai-13,Cassis_H,13.65897927,60709.2,Click & Collect,CB,74.17,13.24,6.62,3.97,1.99
213721,49977,686.89,201096,Arlequin,juin-12,Royal_bonbon,16.77018395,60328.8,Drive,CB,86.55,6.9,3.45,2.07,1.03
213722,50163,601.91,201943,Krema,juin-12,Royal_bonbon,18.45965689,60582.9,Livraison,CB,92.59,3.8,1.9,1.14,0.57
213723,49890,982,202724,Dragibus,avr-08,Bastille_E,8.364283084,60817.2,Physique,Esp̬ces,40.82,54.33,2.55,1.53,0.77
213724,27577.55,628.13,203314,Carambar,Sep-13,Cassis_H,8.345860902,60994.2,Livraison,Esp̬ces,33.79,62.19,2.11,1.27,0.63
213725,27468.1,525.61,201583,Carambar,Oct-13,Cassis_H,9.780090728,60474.9,Physique,CB,80.52,9.99,5,3,1.5
213726,49794,1017,201198,Fraise tagada,Nov-07,Bron_H,6.706392682,60359.4,Physique,CB,51.43,24.91,12.45,7.47,3.74
213727,50040,946,201787,Carambar,avr-08,Bron_E,10.99513122,60536.1,Physique,Esp̬ces,36.57,59.09,2.29,1.37,0.69
213728,50147,663.07,202083,Guimauve,janv-12,Royal_bonbon,18.37392695,60624.9,Click & Collect,CB,89.89,5.18,2.59,1.56,0.78
213729,50000,603.86,202035,Dragibus,janv-12,Royal_bonbon,9.728056398,60610.5,Physique,CB,94.02,3.07,1.53,0.92,0.46
213730,49912,649.18,201214,Arlequin,janv-12,Royal_bonbon,7.490982796,60364.2,Drive,CB,63.81,18.56,9.28,5.57,2.78
213731,19924.4,584.56,202985,Carambar,avr-14,Cassis_H,5.971416165,60895.5,Drive,CB,97.4,1.33,0.67,0.4,0.2
213732,20015.2,621.42,201852,Carambar,mai-14,Cassis_H,6.843298503,60555.6,Drive,CB,86,7.18,3.59,2.15,1.08
213733,50004,1020,202911,Dragibus,avr-08,Bron_E,13.6242192,60873.3,Livraison,CB,87.91,6.2,3.1,1.86,0.93
213734,19975.2,616.79,202502,Carambar,Sep-14,Cassis_H,6.598200041,60750.6,Livraison,CB,82.3,9.08,4.54,2.72,1.36
213735,19964.4,510.7,203149,Carambar,Oct-14,Cassis_H,5.396315356,60944.7,Click & Collect,CB,89.65,5.31,2.65,1.59,0.8
213736,50241,1048,202282,Dragibus,avr-08,Bron_H,18.95073647,60684.6,Vente en gros,CB,61.08,19.96,9.98,5.99,2.99
213737,49853,1136,202109,Malabar,fevr-01,Bron_E,19.13227757,60632.7,Livraison,CB,65.31,17.79,8.89,5.34,2.67
213738,49884,985,201926,Malabar,fevr-01,Roubaix_E,15.00270413,60577.8,Physique,CB,73.66,13.51,6.75,4.05,2.03
213739,50091,635.74,202436,Fraise tagada,Nov-11,Bron_H,14.56985689,60730.8,Physique,CB,71.28,14.73,7.37,4.42,2.21
213740,50066,583.26,203661,Fraise tagada,Nov-13,Bron_H,15.71270236,61098.3,Click & Collect,CB,66.54,17.16,8.58,5.15,2.57
213741,49929,958,202619,Malabar,mars-01,Bron_E,10.02218321,60785.7,Physique,CB,63.55,18.69,9.35,5.61,2.8
213742,50054,973,203166,Malabar,mars-01,Roubaix_E,17.80755823,60949.8,Livraison,CB,56.03,22.55,11.27,6.76,3.38
213743,50044,1099,202294,Malabar,avr-01,La_pause_bonbon,11.40820624,60688.2,Click & Collect,CB,55.98,22.58,11.29,6.77,3.39
213744,49824,1036,202330,Malabar,avr-01,Bron_E,16.73884081,60699,Physique,CB,88.11,6.1,3.05,1.83,0.91
213745,50092,1019,203063,Malabar,avr-01,Roubaix_E,5.007303984,60918.9,Livraison,CB,60.82,20.09,10.05,6.03,3.01
213746,49996,1021,201894,Dragibus,fevr-00,La_pause_bonbon,14.55557899,60568.2,Click & Collect,CB,86.23,7.06,3.53,2.12,1.06
213747,49994,992,202740,Dragibus,fevr-01,La_pause_bonbon,5.128247982,60822,Drive,Virement,19.7,2.46,1.23,76.23,0.37
213748,49871,538.14,201877,Fraise tagada,Nov-14,Bron_H,9.943438473,60563.1,Physique,CB,55.03,23.06,11.53,6.92,3.46
213749,49911,947,201175,Arlequin,fevr-00,Roubaix_H,16.95287275,60352.5,Physique,CB,61.37,19.81,9.9,5.94,2.97
213750,49946,1027,202801,Carambar,avr-02,Roubaix_H,13.59025313,60840.3,Physique,CB,50.71,25.28,12.64,7.58,3.79
213751,49980,933,201585,Carambar,mai-02,Roubaix_H,14.54019,60475.5,Vente en gros,CB,63.72,18.61,9.3,5.58,2.79
213752,49887,1022,202346,Carambar,Sep-02,Roubaix_H,6.918129564,60703.8,Physique,Virement,18.51,2.31,1.16,77.67,0.35
213753,49983,1080,201082,Carambar,Oct-02,Roubaix_H,17.96303296,60324.6,Physique,CB,56.31,22.4,11.2,6.72,3.36
213754,49891,1032,202341,Arlequin,fevr-01,Roubaix_H,13.39978359,60702.3,Physique,Esp̬ces,22.75,74.54,1.42,0.85,0.43
213755,50095,957,202929,Carambar,avr-03,Roubaix_H,16.50810113,60878.7,Drive,Esp̬ces,19.04,78.7,1.19,0.71,0.36
213756,49966,909,202946,Carambar,mai-03,Roubaix_H,14.87759059,60883.8,Drive,CB,72.02,14.35,7.17,4.3,2.15
213757,49741,937,202574,Carambar,Sep-03,Roubaix_H,6.710345485,60772.2,Drive,CB,52.57,24.32,12.16,7.3,3.65
213758,49957,894,201775,Carambar,Oct-03,Roubaix_H,17.91928712,60532.5,Physique,Ch̬que,22.11,2.76,73.89,0.83,0.41
213759,49985,1008,202635,Carambar,avr-04,Roubaix_H,17.12582914,60790.5,Click & Collect,Esp̬ces,26.78,70.04,1.67,1,0.5
213760,50087,998,202441,Carambar,mai-04,Roubaix_H,18.33350255,60732.3,Vente en gros,CB,81.47,9.5,4.75,2.85,1.43
213761,49884,1034,202148,Carambar,Sep-04,Roubaix_H,9.193497679,60644.4,Vente en gros,CB,57.46,21.82,10.91,6.54,3.27
213762,49975,966,202368,Carambar,Oct-04,Roubaix_H,8.76318701,60710.4,Click & Collect,CB,65.19,17.85,8.93,5.36,2.68
213763,50218,1120,202623,Arlequin,fevr-00,La_pause_bonbon,10.04436849,60786.9,Livraison,Cryptomonnaie,35.98,4.5,2.25,1.35,55.92
213764,49830,998,202840,Carambar,avr-05,Roubaix_H,13.49337957,60852,Vente en gros,CB,80.32,10.09,5.05,3.03,1.51
213765,50016,972,201559,Carambar,mai-05,Roubaix_H,14.36341092,60467.7,Livraison,CB,61.28,19.85,9.93,5.96,2.98
213766,50194,931,203051,Carambar,Sep-05,Roubaix_H,13.09302497,60915.3,Physique,CB,72.53,14.09,7.04,4.23,2.11
213767,50241,1006,201528,Carambar,Oct-05,Roubaix_H,15.85170165,60458.4,Vente en gros,CB,93.01,3.59,1.79,1.08,0.54
213768,49930,993,202290,Malabar,mai-01,Bron_H,13.71319666,60687,Click & Collect,Cryptomonnaie,28.35,3.54,1.77,1.06,65.27
213769,50099,1045,201803,Carambar,avr-06,Roubaix_H,7.096766593,60540.9,Physique,CB,80.48,10.01,5,3,1.5
213770,49886,957,202386,Carambar,mai-06,Roubaix_H,19.07658486,60715.8,Physique,CB,97.38,1.34,0.67,0.4,0.2
213771,50103,993,201572,Carambar,Sep-06,Roubaix_H,5.759356588,60471.6,Livraison,CB,60.55,20.23,10.12,6.07,3.03
213772,50045,975,201981,Carambar,Oct-06,Roubaix_H,9.612088599,60594.3,Vente en gros,CB,57.85,21.61,10.81,6.48,3.24
213773,50008,941,201933,Carambar,avr-07,Roubaix_H,8.349254308,60579.9,Drive,CB,53.75,23.72,11.86,7.11,3.56
213774,50167,1005,202232,Carambar,mai-07,Roubaix_H,13.71474786,60669.6,Livraison,CB,72.53,14.09,7.04,4.23,2.11
213775,50013,937,201809,Carambar,Sep-07,Roubaix_H,17.02723197,60542.7,Click & Collect,CB,64.56,18.17,9.09,5.45,2.73
213776,49960,920,202165,Carambar,Oct-07,Roubaix_H,18.63367826,60649.5,Click & Collect,CB,85.35,7.51,3.76,2.25,1.13
213777,49922,888,202855,Arlequin,avr-08,Roubaix_H,14.9447592,60856.5,Drive,CB,72.7,14,7,4.2,2.1
213778,49992,1000,201940,Arlequin,avr-08,La_pause_bonbon,14.69876565,60582,Physique,CB,96.2,1.95,0.98,0.59,0.29
213779,50109,1054,202157,Arlequin,fevr-01,La_pause_bonbon,12.78478732,60647.1,Vente en gros,CB,81.25,9.61,4.81,2.88,1.44
213780,49868,971,201306,Guimauve,avr-08,Royal_bonbon,15.59501049,60391.8,Physique,CB,96.68,1.7,0.85,0.51,0.26
213781,50012,995,202715,Fraise tagada,Nov-02,Cassis_H,6.863609685,60814.5,Drive,CB,77.23,11.68,5.84,3.5,1.75
213782,50104,967,202888,Dragibus,janv-02,Bastille_E,9.170404886,60866.4,Click & Collect,CB,95.42,2.35,1.17,0.7,0.35
213783,50043,929,201490,Dragibus,avr-08,Royal_bonbon,7.870269578,60447,Livraison,Esp̬ces,41.5,53.57,2.59,1.56,0.78
213784,50074,1075,202650,Arlequin,avr-08,Royal_bonbon,16.61559466,60795,Physique,CB,65.38,17.75,8.88,5.33,2.66
213785,49725,1056,202552,Dragibus,juin-02,Bastille_E,6.385630338,60765.6,Physique,CB,78.46,11.05,5.52,3.31,1.66
213786,49981,1065,202548,Dragibus,juin-03,Bastille_E,5.936574759,60764.4,Drive,CB,56.22,22.45,11.23,6.74,3.37
213787,49996,1030,202101,Langue de chat,avr-08,Bron_H,7.595101968,60630.3,Livraison,CB,84.99,7.7,3.85,2.31,1.15
213788,50027,990,202568,Fraise tagada,Nov-03,Cassis_H,17.87479934,60770.4,Physique,Ch̬que,21.14,2.64,75.02,0.79,0.4
213789,50121,1156,201191,Dragibus,janv-03,Bastille_E,11.61099381,60357.3,Physique,CB,54.02,23.58,11.79,7.07,3.54
213790,49998,962,201769,Dragibus,janv-04,Bastille_E,13.74696406,60530.7,Physique,CB,71.6,14.56,7.28,4.37,2.18
213791,50071,1004,202658,Dragibus,janv-05,Bastille_E,14.56009044,60797.4,Physique,CB,62.52,19.22,9.61,5.77,2.88
213792,42471.1,661.39,202292,Carambar,avr-11,Roubaix_H,11.04873998,60687.6,Click & Collect,CB,98.1,0.98,0.49,0.29,0.15
213793,42556.1,695.43,202110,Carambar,mai-11,Roubaix_H,12.90341521,60633,Click & Collect,Esp̬ces,18.99,78.76,1.19,0.71,0.36
213794,42434.55,630.07,201391,Carambar,Sep-11,Roubaix_H,19.30541396,60417.3,Physique,Ch̬que,0.02,0,99.98,0,0
213795,42579.9,507.37,201884,Carambar,Oct-11,Roubaix_H,18.07823331,60565.2,Livraison,CB,63.48,18.73,9.37,5.62,2.81
213796,50058,881,200230,Langue de chat,avr-08,Cassis_H,11.4167981,60069,Physique,CB,87.81,6.25,3.12,1.87,0.94
213797,35023.8,522.66,202319,Carambar,avr-12,Roubaix_H,8.823260395,60695.7,Physique,CB,82.58,8.94,4.47,2.68,1.34
213798,34935.6,537.09,201631,Carambar,mai-12,Roubaix_H,6.577876407,60489.3,Physique,Ch̬que,34.65,4.33,59.07,1.3,0.65
213799,50046,983,202185,Langue de chat,avr-08,La_pause_bonbon,9.560837234,60655.5,Click & Collect,CB,81.74,9.36,4.68,2.81,1.4
213800,35028,605.55,201595,Carambar,Sep-12,Roubaix_H,14.47339552,60478.5,Vente en gros,CB,54.56,23.3,11.65,6.99,3.5
213801,34881,647.49,202345,Carambar,Oct-12,Roubaix_H,7.206231185,60703.5,Drive,CB,66.67,17.09,8.55,5.13,2.56
213802,50033,958,202596,Langue de chat,avr-08,Roubaix_E,8.225278816,60778.8,Livraison,CB,92.89,3.65,1.82,1.09,0.55
213803,49979,981,202234,Langue de chat,avr-08,Royal_bonbon,16.21422565,60670.2,Physique,CB,84.68,7.85,3.93,2.36,1.18
213804,27505.5,689.64,202814,Carambar,avr-13,Roubaix_H,19.56553355,60844.2,Click & Collect,CB,97.26,1.41,0.7,0.42,0.21
213805,27426.3,609.06,202396,Carambar,mai-13,Roubaix_H,8.176740823,60718.8,Livraison,Esp̬ces,20.11,77.5,1.26,0.75,0.38
213806,27550.05,498.16,201624,Carambar,Sep-13,Roubaix_H,15.35741452,60487.2,Livraison,CB,65.73,17.58,8.79,5.27,2.64
213807,27499.45,534.15,201757,Carambar,Oct-13,Roubaix_H,13.62796897,60527.1,Physique,CB,98.51,0.76,0.38,0.23,0.11
213808,20052.8,619.24,202987,Carambar,avr-14,Roubaix_H,14.9110309,60896.1,Drive,CB,75.73,12.45,6.22,3.73,1.87
213809,19954,636.06,202237,Carambar,mai-14,Roubaix_H,7.985708645,60671.1,Click & Collect,Cryptomonnaie,13.97,1.75,0.87,0.52,82.88
213810,20001.6,575.01,202548,Carambar,Sep-14,Roubaix_H,16.24495442,60764.4,Click & Collect,CB,70.66,15.04,7.52,4.51,2.26
213811,20000,665.45,202436,Carambar,Oct-14,Roubaix_H,9.528796328,60730.8,Physique,CB,68.09,16.36,8.18,4.91,2.45
213812,49990,997,202358,Carambar,fevr-01,Roubaix_E,19.37275038,60707.4,Physique,CB,81.27,9.6,4.8,2.88,1.44
213813,50101,1037,202305,Dragibus,fevr-01,Roubaix_E,19.79990724,60691.5,Livraison,CB,60.18,20.42,10.21,6.13,3.06
213814,49812,1039,204027,Carambar,mai-08,Bron_H,11.16015249,61208.1,Physique,CB,96.38,1.85,0.93,0.56,0.28
213815,49954,965,202470,Fraise tagada,Oct-04,Bastille_E,16.58402706,60741,Physique,CB,84.91,7.74,3.87,2.32,1.16
213816,49856,948,201932,Fraise tagada,Nov-04,Cassis_H,15.62896756,60579.6,Click & Collect,CB,98.66,0.69,0.34,0.21,0.1
213817,50074,907,201868,Fraise tagada,Sep-05,Bastille_E,15.96664357,60560.4,Physique,CB,61.96,19.51,9.75,5.85,2.93
213818,50016,1043,201867,Fraise tagada,Oct-05,Bastille_E,8.221962712,60560.1,Physique,CB,77.54,11.52,5.76,3.46,1.73
213819,50145,1016,202999,Fraise tagada,Nov-05,Cassis_H,11.93310121,60899.7,Click & Collect,CB,54.66,23.25,11.63,6.98,3.49
213820,49932,1086,201994,Fraise tagada,Nov-06,Cassis_H,18.81716811,60598.2,Livraison,Cryptomonnaie,3.55,0.44,0.22,0.13,95.65
213821,50196,997,201665,Fraise tagada,Sep-06,Bastille_E,19.80886393,60499.5,Physique,CB,55.87,22.63,11.31,6.79,3.39
213822,50087,986,202673,Fraise tagada,Oct-06,Bastille_E,10.4903445,60801.9,Click & Collect,Esp̬ces,22.42,74.92,1.4,0.84,0.42
213823,50060,1022,201257,Fraise tagada,Nov-07,Cassis_H,9.723883856,60377.1,Physique,CB,75.44,12.59,6.3,3.78,1.89
213824,50055,1020,203073,Dragibus,juin-07,Bron_E,13.985961,60921.9,Physique,CB,91.74,4.24,2.12,1.27,0.64
